2024-05-15 19:30:31.447234, 64998.9, 434093
2024-05-15 19:30:31.829418, 64998.9, 434093
2024-05-15 19:30:32.229950, 64987.3, 458710
2024-05-15 19:30:32.795242, 64987.4, 462856
2024-05-15 19:30:33.193182, 64982.5, 520700
2024-05-15 19:30:33.578025, 64975.1, 524139
2024-05-15 19:30:33.980417, 64975.1, 527623
2024-05-15 19:30:34.366939, 64979, 529063
2024-05-15 19:30:34.761488, 64979, 529063
2024-05-15 19:30:35.147199, 64982.7, 532982
2024-05-15 19:30:35.548197, 64985.4, 537503
2024-05-15 19:30:35.933906, 64985.4, 537503
2024-05-15 19:30:36.336147, 64987.3, 538400
2024-05-15 19:30:36.717356, 64990, 538526
2024-05-15 19:30:37.114402, 64990, 539453
2024-05-15 19:30:37.533847, 64990, 543929
2024-05-15 19:30:37.929674, 64990, 548542
2024-05-15 19:30:38.312065, 64982.6, 550861
2024-05-15 19:30:38.748239, 64982.7, 550865
2024-05-15 19:30:39.126597, 64982.6, 550874
2024-05-15 19:30:39.527267, 64982.7, 550890
2024-05-15 19:30:39.943145, 64974.9, 551698
2024-05-15 19:30:40.335504, 64970.6, 551798
2024-05-15 19:30:40.776005, 64980.6, 552876
2024-05-15 19:30:41.157507, 64982.5, 575425
2024-05-15 19:30:41.571859, 64987.9, 576164
2024-05-15 19:30:41.951062, 64987.9, 578961
2024-05-15 19:30:42.356116, 64987.9, 578961
2024-05-15 19:30:42.736901, 64987.9, 579313
2024-05-15 19:30:43.133324, 64987.9, 579810
2024-05-15 19:30:43.526954, 64988, 579811
2024-05-15 19:30:43.926865, 64988, 579811
2024-05-15 19:30:44.312123, 64988, 579811
2024-05-15 19:30:44.740055, 64987.9, 594300
2024-05-15 19:30:45.128834, 64988, 595559
2024-05-15 19:30:45.525977, 64987.9, 599788
2024-05-15 19:30:45.911914, 64988, 600181
2024-05-15 19:30:46.308049, 64988, 600181
2024-05-15 19:30:46.672964, 64987.9, 604281
2024-05-15 19:30:47.071070, 64987.9, 604897
2024-05-15 19:30:47.467353, 64988, 605839
2024-05-15 19:30:47.879451, 64987.9, 605840
2024-05-15 19:30:48.372125, 64987.9, 610596
2024-05-15 19:30:48.779884, 64988, 610858
2024-05-15 19:30:49.173000, 64982.7, 610988
2024-05-15 19:30:49.572980, 64979.6, 610999
2024-05-15 19:30:49.950849, 64979.5, 614056
2024-05-15 19:30:50.357418, 64979.5, 614117
2024-05-15 19:30:50.971405, 64979.5, 614117
2024-05-15 19:30:51.369428, 64977.5, 622016
2024-05-15 19:30:51.746454, 64972.7, 622021
2024-05-15 19:30:52.152982, 64972.6, 623749
2024-05-15 19:30:52.538697, 64972.6, 626006
2024-05-15 19:30:52.939885, 64972.7, 626964
2024-05-15 19:30:53.329647, 64972.7, 627814
2024-05-15 19:30:53.785372, 64972.7, 628137
2024-05-15 19:30:54.166278, 64972.6, 628496
2024-05-15 19:30:54.565038, 64972.6, 630004
2024-05-15 19:30:54.955358, 64972.6, 630811
2024-05-15 19:30:55.365007, 64972.6, 631056
